rating,acidity_structure,aftertaste,aroma,body,flavor,agtron,coffee_origin,est_price,roast_level,roaster,roaster_location
95,9.0,9.0,9.0,9.0,9.0,56/80,"Tarime District, Mara Region, Tanzania",$19.20/12 ounces,Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
92,8.0,8.0,9.0,8.0,9.0,55/77,"Kayanza Province, Burundi",NT $750/16 ounces,Medium-Light,Kakalove Cafe,"Chia-Yi, Taiwan"
92,8.0,8.0,9.0,9.0,9.0,52/76,"Kayanza Province, Burundi",NT $650/225 grams,Medium-Light,Green Stone Coffee,"Taipei, Taiwan"
92,8.0,8.0,9.0,8.0,9.0,54/78,"Northern Province, Burundi",$19.50/12 ounces online; $12.99/ounces in stores,Medium-Light,Folly Coffee Roasters,"Silver Lake, Minnesota"
93,9.0,8.0,9.0,8.0,9.0,53/77,"Kayanza, Kabuye, Burundi",CAD $17.00/12 ounces,Medium-Light,Reunion Island Coffee,"Oakville, Ontario, Canada"
90,8.0,7.0,8.0,8.0,9.0,52/78,"Kapchorwa District, Eastern Region, Uganda",$18.00/12 ounces,Medium-Light,Oceana Coffee,"Tequesta, Florida"
90,8.0,7.0,8.0,9.0,8.0,56/84,"Gakenke District, Northern Province, Rwanda",$15.99/16 ounces,Medium-Light,Willoughby's Coffee & Tea,"Branford, Connecticut"
90,8.0,8.0,8.0,8.0,8.0,56/82,"Nyamasheke, Rwanda",$15.50/12 ounces,Medium-Light,Big Creek Coffee Roasters,"Hamilton, Montana"
92,8.0,8.0,9.0,8.0,9.0,55/77,"Buhinyuza District, Muyinga Province, Burundi",CAD $16.00/16 ounces,Medium-Light,Oughtred Roasting Works,"Victoria, British Columbia, Canada"
92,9.0,7.0,9.0,8.0,9.0,56/88,"Buhinyuza District, Muhinga Province, Burundi",$15.00/12 ounces,Light,Novo Coffee,"Denver, Colorado"
92,8.0,7.0,9.0,9.0,9.0,54/78,"Kayanza Province, Burundi",NT $650/227 grams,Medium-Light,Mustard Seed Cafe,"New Taipei, Taiwan"
92,,9.0,9.0,8.0,8.0,52/76,Ethiopia; Central and South America,$12.50/12 ounces,Medium-Light,Revel Coffee,"Billings, Montana"
93,8.0,8.0,9.0,9.0,9.0,54/78,"Lintong growing region, North Sumatra Province, Indonesia",NT $520/16 ounces,Medium-Light,Kakalove Cafe,"Chia-Yi, Taiwan"
93,8.0,8.0,9.0,9.0,9.0,56/78,"Yirgacheffe growing region, southern Ethiopia",NT $600/8 ounces,Medium-Light,The Curve Coffee Roasting Co.,"Taichung, Taiwan"
94,9.0,8.0,9.0,9.0,9.0,56/80,"Embu County, Eastern Province Kenya",NT $700/16 ounces,Medium-Light,Kakalove Cafe,"Chia-Yi, Taiwan"
95,,9.0,9.0,9.0,9.0,47/69,Colombia; Guatemala,NT $450/8 ounces,Medium,The Curve Coffee Roasting Co.,"Taichung City, Taiwan"
93,9.0,7.0,9.0,9.0,9.0,56/78,Ethiopia Natural Yirgacheffe Adado Shara,$19.98/16 ounces,Medium-Light,Aether Coffee,"Tustin, California"
92,,8.0,8.0,9.0,8.0,48/62,Not disclosed,$16.99/16 ounces,Medium,Aether Coffee,"Tustin, California"
90,8.0,7.0,,8.0,9.0,NA/,Kenya; Ethiopia,$5.00/12-ounce can,,Modern Times Coffee,"San Diego, California"
90,8.0,8.0,,8.0,8.0,NA/,Guatemala,$84.00/24 12-ounces bottles,,Barefoot Coffee Roasters,"San Jose, California"
91,8.0,8.0,,8.0,9.0,NA/,Not disclosed,$36.00/12 9.5-ounce cans,,Black Medicine,"Oakland, California"
93,8.0,8.0,,9.0,9.0,NA/,Mexico; Peru,$4.50/12-ounce bottle,,Roast House,"Spokane, Washington"
92,8.0,8.0,,8.0,9.0,NA/,Not disclosed,$4.00/10-ounce bottle,,Cafe Grumpy,"Brooklyn, New York"
92,8.0,9.0,,8.0,9.0,NA/,Kenya; Ethiopia; Tanzania; Rwanda,$65.99/12 10.5-ounce bottles (shipping within California only),,Peet's Coffee & Tea,"Berkeley, California"
93,8.0,8.0,,9.0,9.0,NA/,"Ethiopia; Sumatra, Indonesia",$3.99/12-ounce can,,Modern Times Coffee,"San Diego, California"
93,9.0,8.0,,8.0,9.0,NA/,Not disclosed,$3.99/8-ounce can,,Blue Bottle Coffee,"Oakland, California"
93,8.0,9.0,,8.0,9.0,NA/,Ethiopia,$3.49/11-ounce can,,Cadence Cold Brew Coffee,"Madison, Wisconsin"
94,8.0,9.0,,9.0,9.0,/,Tanzania,$12.00/25.4-ounce bottle (seasonal),,States Coffee & Mercantile,"Martinez, California"
92,,8.0,9.0,8.0,8.0,50/74,Brazil; Peru; Ecuador,CAD $15.00/250 grams,Medium-Light,Pop Coffee Works,"Toronto, Canada"
91,,8.0,8.0,8.0,9.0,52/74,Colombia; Ethiopia; Costa Rica,NT $850/16 ounces,Medium-Light,Creation Food Co.,"Taipei City, Taiwan"
90,,7.0,9.0,8.0,8.0,56/80,Ethiopia; Brazil; Costa Rica,NT $600/227 grams,Medium-Light,Lin's Home Roasters,"Zhubei City, Taiwan"
93,8.0,8.0,9.0,9.0,9.0,60/84,"Guji Zone, Oromia Region, south-central Ethiopia",NT $400/8 ounces,Light,Small Eyes Cafe,"Yilan, Taiwan"
93,9.0,8.0,9.0,8.0,9.0,45/65,"Lintong growing region, North Sumatra Province, Indonesia",NT $520/16 ounces,Medium,Kakalove Cafe,"Chia-Yi, Taiwan"
90,8.0,7.0,8.0,9.0,8.0,47/69,Zambia,$13.99/12 ounces,Medium,Mystic Monk Coffee,"Clark, Wyoming"
93,,9.0,9.0,8.0,9.0,56/78,Ethiopia; Colombia,$18.49/12 ounces,Medium-Light,Red Rooster Coffee Roaster,"Floyd, Virginia"
94,9.0,8.0,9.0,9.0,9.0,58/75,"Lintong growing region, North Sumatra Province, Indonesia",$18.50/12 ounces,Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
94,9.0,8.0,9.0,9.0,9.0,60/88,"Odo Shakiso District, Guji Zone, southern Ethiopia",$18.99/12 ounces,Light,Red Rooster Coffee Roaster,"Floyd, Virginia"
93,8.0,8.0,9.0,9.0,9.0,47/70,"Kayanza Province, Burundi",$15.00/12 ounces,Medium,Caffeic,"Helena, Montana"
92,8.0,8.0,9.0,8.0,9.0,47/67,"Nyeri growing region, south-central Kenya",NT 400/227 grams,Medium,Evie's Cafe,"Chia-Yi, Taiwan"
93,9.0,8.0,9.0,8.0,9.0,56/78,"El Boquerón growing region, El Salvador",$20.00/250 grams,Medium-Light,Old Soul Co.,"Sacramento, California"
91,8.0,8.0,8.0,8.0,9.0,56/78,"Tarrazu growing region, Costa Rica",$20.50/12 ounces,Medium-Light,Temple Coffee and Tea,"Sacramento, California"
93,9.0,8.0,9.0,8.0,9.0,54/78,"Murang'a County, central Kenya",$21.00/12 ounces,Medium-Light,Temple Coffee and Tea,"Sacramento, California"
90,8.0,7.0,8.0,8.0,9.0,58/80,"Cajamarca region, northern Peru",$13.95/12 ounces,Medium-Light,Espresso Republic,"Chino, California"
93,9.0,8.0,8.0,9.0,9.0,55/76,"Nariño Department, southwestern ColombiaNar",$19.00/12 ounces,Medium-Light,Bird Rock Coffee Roasters,"San Diego, California"
93,9.0,8.0,9.0,8.0,9.0,52/78,"Huehuetenango Department, Guatemala",$12.00/8 ounces,Medium-Light,States Coffee & Mercantile,"Martinez, California"
93,9.0,8.0,8.0,9.0,9.0,54/78,"West Guji Zone, Oromia Region, southern Ethiopia",$12.00/8 ounces,Medium-Light,States Coffee & Mercantile,"Martinez, California"
94,,8.0,9.0,9.0,9.0,50/70,Guatemala; Ethiopia,$12.00/8 ounces,Medium,States Coffee & Mercantile,"Martinez, California"
95,,9.0,9.0,9.0,9.0,50/65,"Sabanilla de Alajuela growing region, Costa Rica",$16.95/12 ounces,Medium,Durango Coffee Company,"Durango, Colorado"
94,,8.0,9.0,9.0,9.0,55/75,Central Yemen,$35.00/12 ounces,Medium-Light,Dragonfly Coffee Roasters,"Boulder, Colorado"
95,,9.0,9.0,9.0,9.0,41/53,"Yirgacheffe growing region, southern Ethiopia",NT $850/16 ounces,Medium-Dark,Taokas Coffee,"Zhubei City, Taiwan"
95,,8.0,9.0,9.0,9.0,52/75,"Guji Zone, Oromia Region, south-central Ethiopia",NT $1500/8 ounces,Medium-Light,Small Eyes Cafe,"Yilan, Taiwan"
93,,8.0,9.0,8.0,9.0,54/77,"Shakiso District, Guji Zone, southern Ethiopia",$18.00/12 ounces,Medium-Light,Wonderstate Coffee,"Driftless, Wisconsin"
94,,8.0,9.0,9.0,9.0,54/73,Ethiopia,$17.75/12 ounces,Medium-Light,Revel Coffee,"Billings, Montana"
94,,8.0,9.0,9.0,9.0,59/79,"Sabanilla de Alajuela growing region, Costa Rica",$18.00/12 ounces,Medium-Light,Magnolia Coffee,"Charlotte, North Carolina"
94,,8.0,9.0,9.0,9.0,59/85,"Sidamo (also Sidama) growing region, south-central Ethiopia",NT $520/16 ounces,Light,Kakalove Cafe,"Chia-Yi, Taiwan"
91,,8.0,8.0,8.0,8.0,50/65,"São Sebastião da Grama, São Paulo state, south-central Brazil",NT $600/16 ounces,Medium,Auto Coffee,"New Taipei City, Taiwan"
92,,8.0,8.0,8.0,9.0,54/81,"El Boquerón growing region, El Salvador",$20.00/250 grams,Medium-Light,Old Soul Co.,"Sacramento, California"
92,,8.0,9.0,8.0,9.0,49/75,"Tarrazu growing region, Costa Rica",$18.00/12 ounces,Medium-Light,Argyle Coffee Roasters,"Fort Lauderdale, Florida"
93,,8.0,9.0,8.0,9.0,50/72,"Valle del Cauca growing region, Colombia",$23.50/12 ounces,Medium-Light,PT's Coffee Roasting,"Topeka, Kansas"
91,8.0,8.0,9.0,8.0,8.0,56/82,"Nariño Department, Colombia",$20.00/12 ounces,Medium-Light,Soul Work Coffee,"Berkeley and Sacramento, California"
92,9.0,8.0,8.0,8.0,9.0,50/75,"Huehuetenango growing region, Guatemala",$20.00/12 ounces,Medium-Light,Soul Work Coffee,"Berkeley and Sacramento, California"
92,,8.0,8.0,8.0,9.0,54/78,"San Agustín growing region, Huila Department, Colombia",$24.00/12 ounces,Medium-Light,Soul Work Coffee,"Berkeley and Sacramento, California"
94,9.0,9.0,,8.0,9.0,NA/NA,"Valle de Cauca Department, Colombia",$4.65/8.4-ounce can,Light,Bird Rock Coffee Roasters,"San Diego, California"
92,8.0,8.0,9.0,8.0,9.0,50/72,"Yirgacheffe growing region, southern Ethiopia","KRW $14,000/200 grams",Medium-Light,Noelia Coffee,"Paju City (Gyeonggi-do), South Korea"
93,8.0,8.0,9.0,9.0,9.0,50/72,"Huehuetenango growing region, Guatemala",$11.95/12 ounces,Medium-Light,Paradise Roasters,"Ramsey, Minnesota"
94,9.0,8.0,9.0,9.0,9.0,56/80,"Bita Genet District, Keffa Zone, southwestern Ethiopia",CAD $21.00/12 ounces,Medium-Light,Propeller Coffee,"Toronto, Ontario, Canada"
92,,8.0,8.0,8.0,9.0,/58,"Chapada Diamantina growing region, Bahia State, Brazil",£45/10 capsules,Medium,Difference Coffee,"London, England"
94,,9.0,9.0,8.0,9.0,/,"Boquete growing region, western Panama",£50/10 capsules,,Difference Coffee,"London, England"
94,,8.0,9.0,9.0,9.0,49/74,Ethiopia; Kenya,NT $400/225 gram,Medium-Light,MoonMoon Coffee,"New Taipei City, Taiwan"
92,8.0,8.0,9.0,9.0,9.0,46/72,"Antoquia, Colombia",$18.00/12 ounces,Medium,Temple Coffee and Tea,"Sacramento, California"
93,9.0,8.0,9.0,8.0,9.0,54/78,"Odo Shakiso District, Guji Zone, Oromia Region, southern Ethiopia",$18.95/12 ounces,Medium-Light,Lexington Coffee Roasters,"Lexington, Virginia"
95,9.0,9.0,9.0,9.0,9.0,46/72,"Yirgacheffe growing region, southern Ethiopia",NT $580/8 ounces,Medium,Green Stone Coffee,"Taipei, Taiwan"
92,8.0,8.0,9.0,8.0,9.0,49/64,"Huehuetenango growing region, Guatemala",NT $380/227 grams,Medium,Crown & Fancy,"Kaohsiung City, Taiwan"
94,9.0,9.0,9.0,8.0,9.0,57/83,"Yirgacheffe growing region, southern Ethiopia",NT $550/16 ounces,Medium-Light,Kakalove Cafe,"Chia-Yi, Taiwan"
95,9.0,9.0,9.0,9.0,9.0,52/78,"Palencia, Fraijanes Plateau growing region, central Guatemala",$22.50/12 ounces,Medium-Light,PT's Coffee Roasting Co.,"Topeka, Kansas"
67,2.0,2.0,4.0,6.0,3.0,NA/NA,Colombia,$6.99/eight 3.3 gram packets,Light,Starbucks Coffee,"Seattle, Washington"
83,6.0,6.0,7.0,7.0,7.0,/,Not disclosed,$16.98/45 grams (approx. 9 servings),,UCC Ueshima Coffee,"Kobe, Japan"
84,7.0,6.0,7.0,7.0,7.0,NA/NA,"San Ignacio, northern Peru",$22.00/eight 5-gram tubes,Light,Sudden Coffee,"San Francisco, California"
86,7.0,7.0,8.0,7.0,7.0,NA/NA,"Yirgacheffe growing region, southern Ethiopia",$15.00/six 5-gram single-serve packets,Light,Tandem Coffee,"Portland, Maine"
86,7.0,7.0,7.0,7.0,8.0,NA/NA,"Oromia Region, southern Ethiopia",$19.00/six 5-gram packets,Light,Reanimator Coffee Roasters,"Philadelphia, Pennsylvania"
86,7.0,6.0,7.0,8.0,8.0,/,"Tarrazu growing region, Costa Rica",$16.00/five 5-gram single-serve packets,,Voila Coffee,"Bend, Oregon"
88,8.0,7.0,8.0,7.0,8.0,NA/NA,"Guji Zone, Oromia Region, southern Ethiopia",$16.00/five 5-gram single-serve packets,Light,Voila Coffee,"Bend, Oregon"
68,3.0,3.0,3.0,6.0,3.0,NA/NA,Not disclosed,$8.99/8 ounces (226 grams),Light,Yuban,"Northfield, Illinois"
89,8.0,7.0,8.0,8.0,8.0,NA/NA,"Guji Zone, Oromia Region, southern Ethiopia",$16.00/five 5-gram single-serve packets,Light,Voila Coffee,"Bend, Oregon"
72,3.0,4.0,7.0,6.0,6.0,/,Not disclosed,$17.98/thirty 1.6-gram single-serve packets,,Maxim Coffee,South Korea
83,7.0,6.0,6.0,7.0,7.0,NA/NA,Not disclosed,$6.99/eight 3.3 gram packets,Light,Starbucks Coffee,"Seattle, Washington"
90,8.0,7.0,8.0,8.0,9.0,46/76,"Yirgacheffe growing region, southern Ethiopia",$22.15/500 grams,Medium-Light,"Kunshan Kokei co., LTD","Shanghai, China"
92,8.0,8.0,9.0,8.0,9.0,48/74,"Bahia, Brazil",$14.99/12 ounces,Medium-Light,Good Coffee Club,"Charlotte, North Carolina"
93,,8.0,9.0,9.0,9.0,42/68,Ethiopia; Colombia; Brazil,$15.16/500 grams,Medium,"Kunshan Kokei co., LTD","Shanghai, China"
94,,8.0,9.0,9.0,9.0,50/74,Ethiopia; Kenya; Colombia; Nicaragua; Sumatra,NT $240/8 ounces,Medium-Light,Kakalove Cafe,"Chia-Yi, Taiwan"
94,,8.0,9.0,9.0,9.0,52/74,"Acatenango growing region, central Guatemala",NT $275/8 ounces,Medium-Light,Kakalove Cafe,"Chia-Yi, Taiwan"
94,9.0,8.0,9.0,9.0,9.0,55/80,"Yirgacheffe growing region, southern Ethiopia",$18.00/12 ounces,Medium-Light,Dragonfly Coffee Roasters,"Boulder, Colorado"
94,,8.0,9.0,9.0,9.0,51/74,"Yirgacheffe growing region, southern Ethiopia",$18.00/12 ounces,Medium-Light,Dragonfly Coffee Roasters,"Boulder, Colorado"
92,8.0,8.0,9.0,8.0,9.0,56/80,"Toraja growing region, south-central Sulawesi, Indonesia",$13.34/4 ounces,Medium-Light,Barrington Coffee Roasting,"Lee, Massachusetts"
95,9.0,9.0,9.0,9.0,9.0,58/86,"Nyeri growing region, south-central Kenya",$13.34/4 ounces,Light,Barrington Coffee Roasting,"Lee, Massachusetts"
96,9.0,9.0,9.0,9.0,10.0,56/84,"Horqueta, Chiriquí, Boquete, Panama",$13.34/4 ounces,Medium-Light,Barrington Coffee Roasting,"Lee, Massachusetts"
93,8.0,8.0,9.0,9.0,9.0,60/84,"Sabanilla de Alajuela, Central Valley, Costa Rica",$19.95/12 ounces,Light,Lexington Coffee Roasters,"Lexington, Virginia"
95,9.0,9.0,9.0,9.0,9.0,58/82,"Tarime District, Mara Region, Tanzania",$14.75/12 ounces,Medium-Light,Lexington Coffee Roasters,"Lexington, Virginia"
91,8.0,8.0,8.0,8.0,9.0,54/78,"Planadas, Tolima Department, Colombia",$15.75/12 ounces,Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
93,9.0,8.0,9.0,8.0,9.0,57/81,"Yirgacheffe growing region, southern Ethiopia",$18.75/12 ounces,Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
90,8.0,7.0,8.0,8.0,9.0,52/76,"Sabanilla de Alajuela, Central Valley, Costa Rica",$21.00/12 ounces,Medium-Light,Temple Coffee and Tea,"Sacramento, California"
94,9.0,8.0,9.0,9.0,9.0,54/80,"Kirinyaga District, south-central Kenya",$20.50/12 ounces,Medium-Light,Temple Coffee and Tea,"Sacamento, California"
94,9.0,8.0,9.0,8.0,9.0,58/82,"Limu Woreda, Oromia region, southwest Ethiopia",$17.50/12 ounces,Medium-Light,Temple Coffee and Tea,"Sacramento, Californiaa"
92,8.0,8.0,9.0,8.0,9.0,50/74,"Metapan, El Salvador",$13.75/12 ounces,Medium-Light,Red Rock Roasters,"Albuquerque, New Mexico"
93,9.0,8.0,9.0,8.0,9.0,53/79,South-central Kenya,$17.50/12 ounces,Medium-Light,Revel Coffee,"Billings, Montana"
93,8.0,8.0,9.0,9.0,9.0,52/80,"Hambela Wamena District, Guji Zone, Oromia region, southern Ethiopia",$17.00/12 ounces,Medium-Light,Revel Coffee,"Billings, Montana"
93,9.0,8.0,9.0,8.0,9.0,55/79,"Gedeb District, Gedeo Zone, southern Ethiopia",$18.00/12 ounces,Medium-Light,Greater Goods Coffee Roasters,"Austin, Texas"
92,8.0,8.0,9.0,8.0,9.0,54/78,"Huehuetenango, Guatemala",$15.00/12 ounces,Medium-Light,Big Creek Coffee Roasters,"Hamilton, Montana"
93,8.0,8.0,9.0,9.0,9.0,56/84,"Odo Shakiso District, Guji Zone, Oromia region, southern Ethiopia",$16.00/12 ounces,Medium-Light,Big Creek Coffee Roasters,"Hamilton, Montana"
94,9.0,8.0,9.0,9.0,9.0,56/82,"Hambela Wamena District, Guji Zone, Oromia region, southern Ethiopia",$18.00/12 ounces,Medium-Light,Big Shoulders Coffee,"Chicago, Illinois"
93,8.0,8.0,9.0,9.0,9.0,53/85,"Sidamo (also Sidama) growing region, south-central Ethiopia",$16.00/12 ounces,Medium-Light,Big Creek Coffee Roasters,"Hamilton, Montana"
93,9.0,8.0,9.0,8.0,9.0,54/84,"Limu Woreda, Oromia region, southwest Ethiopia",$18.00/12 ounces,Medium-Light,Big Shoulders Coffee,"Chicago, Illinois"
93,9.0,8.0,9.0,8.0,9.0,56/80,South-central Kenya,$17.00/12 ounces,Medium-Light,Big Creek Coffee Roasters,"Hamilton, Montana"
93,8.0,8.0,9.0,9.0,9.0,55/79,"Sidama (also Sidamo) growing region, south-central Ethiopia",AED $103.95/250 grams,Medium-Light,Jebena Coffees,"Dubai, United Arab Emirates"
95,9.0,9.0,9.0,9.0,9.0,56/86,"Gedeo Zone, Kochere, Ethiopia",NT $290/8 ounces,Light,Kakalove Cafe,"Chia-Yi, Taiwan"
96,9.0,9.0,9.0,9.0,10.0,53/81,"Thika growing region, central Kenya",NT $375/8 ounces,Medium-Light,Kakalove Cafe,"Chia-Yi, Taiwan"
93,,8.0,9.0,8.0,9.0,40/50,"Oromia region, southwest Ethiopia",NT $2000/16 ounces,Medium-Dark,Simon Hsieh's Aroma Roast Coffees,"Taoyuan City, Taiwan"
93,8.0,8.0,9.0,9.0,9.0,47/57,Guatemala; Indonesia,NT $450/200 grams,Medium,709 Boutique Coffee,"Taichung, Taiwan"
94,,9.0,9.0,8.0,9.0,39/45,"Kirinyaga District, south-central Kenya",NT $1500/16 ounces,Medium-Dark,Simon Hsieh's Aroma Roast Coffees,"Taoyuan City, Taiwan"
92,8.0,8.0,9.0,8.0,9.0,53/77,"Narino Department, southern Colombia",$12.00/12 ounces,Medium-Light,Jackrabbit Java,"Thermopolis, Wyoming"
92,8.0,8.0,9.0,8.0,9.0,50/74,South-central Kenya,$16.95/12 ounces,Medium-Light,Durango Coffee Company,"Durango, Colorado"
92,8.0,8.0,9.0,8.0,9.0,51/73,"Sidama (also Sidamo) growing region, south-central Ethiopia",$16.00/12 ounces,Medium-Light,Desert Sun Coffee Roasters,"Durango, Colorado"
92,8.0,8.0,9.0,8.0,9.0,56/88,South-central Kenya,$21.00/12 ounces,Light,Corvus Coffee Roasters,"Denver, Colorado"
93,9.0,8.0,9.0,8.0,9.0,50/80,South-central Kenya,$20.00/12 ounces,Medium-Light,Sweet Bloom Coffee Roasters,"Denver, Colorado"
93,8.0,8.0,9.0,9.0,9.0,46/74,South-central Kenya,$11.95/12 ounces,Medium,Mystic Monk Coffee,"Clark, Wyoming"
93,8.0,8.0,9.0,9.0,9.0,51/79,South-central Kenya,$16.50/12 ounces,Medium-Light,Evans Brothers Coffee Roasters,"Sandpoint, Idaho"
93,9.0,8.0,9.0,8.0,9.0,56/82,"Bench-Maji Zone, southern Ethiopia",$13.50/12 ounces,Medium-Light,Caffeic,"Helena, Montana"
93,9.0,8.0,9.0,8.0,9.0,50/70,South-central Kenya,$17.00/12 ounces,Medium,Big Creek Coffee Roasters,"Hamilton, Montana"
94,9.0,8.0,9.0,9.0,9.0,53/81,"Kiambu County, south-central Kenya",$16.75/12 ounces,Medium-Light,Revel Coffee,"Billings, Montana"
96,9.0,9.0,9.0,9.0,10.0,56/84,"Boquete growing region, western Panama",$75.00/8 ounces,Medium-Light,Dragonfly Coffee Roasters,"Boulder, Colorado"
94,9.0,8.0,9.0,9.0,9.0,56/75,South-central Kenya,$19.50/12 ounces,Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
94,9.0,8.0,9.0,9.0,9.0,52/74,"Kirinyaga District, south-central Kenya",$19.50/12 ounces,Medium-Light,Temple Coffee and Tea,"Sacramento, California"
94,9.0,8.0,9.0,9.0,9.0,55/75,"Kirinyaga District, south-central Kenya",$19.50/12 ounces,Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
92,,,,,,52/72,"Huehuetenango growing region, Guatemala",$17.50/12 ounces,Medium-Light,Temple Coffee and Tea,"Sacramento, California"
92,8.0,8.0,9.0,8.0,9.0,51/73,"Antioquia, Colombia",$18.50/12 ounces,Medium-Light,Temple Coffee and Tea,"Sacramento, California"
91,8.0,8.0,8.0,8.0,9.0,58/80,"Narino Department, southern Colombia",$15.45/12 ounces,Medium-Light,Barrington Coffee Roasting,"Lee, Massachusetts"
92,8.0,8.0,9.0,8.0,9.0,54/75,"Llano Bonito, Naranjo, Costa Rica",$22.00/12 ounces,Medium-Light,Oceana Coffee,"Tequesta, Florida"
92,8.0,8.0,9.0,8.0,9.0,47/69,"Buhoma, southwest Uganda",$17.95/16 ounces,Medium,Gorilla Conservation Coffee,"Entebbe, Uganda"
96,9.0,9.0,9.0,9.0,10.0,56/76,"Piedra Candela, Chiriqui Province, far western Panama",$45.00/8 ounces,Medium-Light,Dragonfly Coffee Roasters,"Boulder, Colorado"
95,9.0,9.0,9.0,9.0,9.0,57/83,"Boquete growing region, western Panama",$75.00/8 ounces,Medium-Light,Dragonfly Coffee Roasters,"Boulder, Colorado"
92,8.0,8.0,9.0,8.0,9.0,52/72,"Lake Amatitlán area, south-central Guatemala",$15.00/12 ounces,Medium-Light,Magnolia Coffee,"Charlotte, North Carolina"
95,9.0,9.0,9.0,9.0,9.0,57/81,"Kirinyaga District, south-central Kenya",$16.25/10 ounces,Medium-Light,Branch Street Coffee Roasters,"Youngstown, Ohio"
90,,8.0,8.0,8.0,8.0,46/68,"Chiang Rai Province, northern Thailand",$6.00/250 grams,Medium,Bluekoff Company,"Bangkok, Thailand"
91,,8.0,8.0,8.0,8.0,46/66,"Chiang Rai Province, northern Thailand",$6.00/250 grams,Medium,Bluekoff Company,"Bangkok, Thailand"
92,8.0,8.0,9.0,8.0,9.0,51/73,Central Yemen,NT $2600/227 grams,Medium-Light,Direct Coffee,"Hsinchu, Taiwan"
91,8.0,8.0,8.0,8.0,9.0,52/74,"El Boquerón growing region, El Salvador",$17.50/12 ounces,Medium-Light,Steady State Roasting Company,"Carlsbad, California"
91,8.0,8.0,8.0,8.0,9.0,58/84,"Guji Zone, Oromia Region, southern Ethiopia",$18.00/12 ounces,Light,Steady State Roasting Company,"Carlsbad, California"
92,8.0,8.0,9.0,8.0,9.0,43/63,"Huehuetenango growing region, Guatemala",$12.25/12 ounces,Medium,Grounds for Change,"Poulsbo, Washington"
94,9.0,9.0,9.0,8.0,9.0,58/80,"Kirinyaga District, south-central Kenya",$19.95/12 ounces,Medium-Light,Klatch Coffee,"Los Angeles, California"
90,8.0,8.0,8.0,8.0,8.0,52/74,"Guji Zone, Oromia Region, southern Ethiopia",$13.50/10 ounces,Medium-Light,North Coast Coffee Roasting,"Santa Cruz, California"
93,9.0,8.0,9.0,8.0,9.0,50/70,"Yirgacheffe growing region, southern Ethiopia",$16.95/12 ounces,Medium,Durango Coffee Company,"Durango, Colorado"
92,,8.0,8.0,8.0,9.0,46/68,Brazil; Ethiopia,$15.00/12 ounces,Medium,Vienna Coffee Company,"Maryville, Tennessee"
90,8.0,7.0,8.0,8.0,9.0,58/84,"Boquete growing region, western Panama",$37.00/120 grams,Light,Voyage Coffee,"Beijing, China"
92,8.0,8.0,9.0,8.0,9.0,52/74,"Apaneca, Ahuachapán Department, El Salvador",$19.50/12 ounces,Medium-Light,Equator Coffees,"San Rafael, California"
93,9.0,8.0,8.0,9.0,9.0,58/84,"Matagalpa growing region, Nicaragua",$25.00/8 ounces,Light,Small Eyes Cafe,"Yilan, Taiwan"
93,8.0,8.0,9.0,9.0,9.0,57/77,El Salvador,$19.99/12 ounces,Medium-Light,Red Rooster Coffee Roaster,"Floyd, Virginia"
93,8.0,8.0,9.0,9.0,9.0,58/84,"Acatenango, Guatemala",NT $500/8 ounces,Light,Kakalove Cafe,"Chia-Yi, Taiwan"
93,8.0,8.0,9.0,9.0,9.0,56/78,"Antigua growing region, Guatemala",$18.95/12 ounces,Medium-Light,Barrington Coffee Roasting,"Lee, Massachusetts"
93,9.0,8.0,9.0,8.0,9.0,55/75,"Huehuetenango growing region, Guatemala",$18.00/12 ounces,Medium-Light,Augie's Coffee Roasters,"Redlands, California"
94,8.0,9.0,9.0,9.0,9.0,56/78,"Huehuetenango growing region, Guatemala",$21.00/12 ounces,Medium-Light,Bird Rock Coffee Roasters,"San Diego, California"
95,9.0,9.0,9.0,9.0,9.0,57/77,"Acatenango growing region, Guatemala",NT $1450/8 ounces,Medium-Light,Fumi Coffee,"Hsinchu, Taiwan"
